学校名称,指标名称,标准答案,AI答案
广州番禺职业技术学院,省级教学成果奖,待填充,0
广州番禺职业技术学院,软科中国最好学科排名前10%学科数量,待填充,0
广州科技职业技术大学,ESI前1%学科数量,待填充,0
广州科技职业技术大学,ESI前1‰学科数量,待填充,0
广州科技职业技术大学,专业型博士学位点,待填充,0
广州科技职业技术大学,专业型硕士学位点,待填充,0
广州科技职业技术大学,国家双一流学科数量,待填充,0
广州科技职业技术大学,国家级一流本科专业建设点,待填充,0
广州科技职业技术大学,国家级一流本科课程,待填充,0
广州科技职业技术大学,国家级教学成果奖,待填充,0
广州科技职业技术大学,国家级高等教育智慧平台课程,待填充,0
广州科技职业技术大学,学术型博士学位点,待填充,0
广州科技职业技术大学,学术型硕士学位点,待填充,0
广州科技职业技术大学,教育部评估A类学科数量,待填充,0
广州科技职业技术大学,本科专业总数,待填充,27
广州科技职业技术大学,省级一流本科专业建设点,待填充,0
广州科技职业技术大学,省级一流本科课程,待填充,0
广州科技职业技术大学,省级教学成果奖,待填充,0
广州科技职业技术大学,软科中国最好学科排名前10%学科数量,待填充,0
广州美术学院,ESI前1%学科数量,待填充,0
广州美术学院,ESI前1‰学科数量,待填充,0
广州美术学院,专业型博士学位点,待填充,0
广州美术学院,专业型硕士学位点,待填充,1
广州美术学院,国家双一流学科数量,待填充,0
广州美术学院,国家级一流本科专业建设点,待填充,18
广州美术学院,国家级一流本科课程,待填充,6
广州美术学院,国家级教学成果奖,待填充,0
广州美术学院,国家级高等教育智慧平台课程,待填充,4
广州美术学院,学术型博士学位点,待填充,0
广州美术学院,学术型硕士学位点,待填充,1
广州美术学院,教育部评估A类学科数量,待填充,0
广州美术学院,本科专业总数,待填充,31
广州美术学院,省级一流本科专业建设点,待填充,6
广州美术学院,省级一流本科课程,待填充,24
广州美术学院,省级教学成果奖,待填充,2
广州美术学院,软科中国最好学科排名前10%学科数量,待填充,0
广州航海学院,ESI前1%学科数量,待填充,0
广州航海学院,ESI前1‰学科数量,待填充,0
广州航海学院,专业型博士学位点,待填充,0
广州航海学院,专业型硕士学位点,待填充,0
广州航海学院,国家双一流学科数量,待填充,0
广州航海学院,国家级一流本科专业建设点,待填充,0
广州航海学院,国家级一流本科课程,待填充,0
广州航海学院,国家级教学成果奖,待填充,0
广州航海学院,国家级高等教育智慧平台课程,待填充,0
广州航海学院,学术型博士学位点,待填充,0
广州航海学院,学术型硕士学位点,待填充,0
广州航海学院,教育部评估A类学科数量,待填充,0
广州航海学院,本科专业总数,待填充,0
广州航海学院,省级一流本科专业建设点,待填充,5
广州航海学院,省级一流本科课程,待填充,9
广州航海学院,省级教学成果奖,待填充,2
广州航海学院,软科中国最好学科排名前10%学科数量,待填充,0
广州软件学院,ESI前1%学科数量,待填充,0
广州软件学院,ESI前1‰学科数量,待填充,0
广州软件学院,专业型博士学位点,待填充,0
广州软件学院,专业型硕士学位点,待填充,0
广州软件学院,国家双一流学科数量,待填充,0
广州软件学院,国家级一流本科专业建设点,待填充,0
广州软件学院,国家级一流本科课程,待填充,0
广州软件学院,国家级教学成果奖,待填充,0
广州软件学院,国家级高等教育智慧平台课程,待填充,0
广州软件学院,学术型博士学位点,待填充,0
广州软件学院,学术型硕士学位点,待填充,0
广州软件学院,教育部评估A类学科数量,待填充,0
广州软件学院,本科专业总数,待填充,32
广州软件学院,省级一流本科专业建设点,待填充,3
广州软件学院,省级一流本科课程,待填充,6
广州软件学院,省级教学成果奖,待填充,0
广州软件学院,软科中国最好学科排名前10%学科数量,待填充,0
星海音乐学院,ESI前1%学科数量,待填充,0
星海音乐学院,ESI前1‰学科数量,待填充,0
星海音乐学院,专业型博士学位点,待填充,0
星海音乐学院,专业型硕士学位点,待填充,0
星海音乐学院,国家双一流学科数量,待填充,0
星海音乐学院,国家级一流本科专业建设点,待填充,5
星海音乐学院,国家级一流本科课程,待填充,1
星海音乐学院,国家级教学成果奖,待填充,0
星海音乐学院,国家级高等教育智慧平台课程,待填充,3
星海音乐学院,学术型博士学位点,待填充,0
星海音乐学院,学术型硕士学位点,待填充,0
星海音乐学院,教育部评估A类学科数量,待填充,0
星海音乐学院,本科专业总数,待填充,11
星海音乐学院,省级一流本科专业建设点,待填充,5
星海音乐学院,省级一流本科课程,待填充,9
星海音乐学院,省级教学成果奖,待填充,2
星海音乐学院,软科中国最好学科排名前10%学科数量,待填充,0
暨南大学,ESI前1%学科数量,待填充,19
暨南大学,ESI前1‰学科数量,待填充,1
暨南大学,专业型博士学位点,待填充,4
暨南大学,专业型硕士学位点,待填充,4
暨南大学,国家双一流学科数量,待填充,1
暨南大学,国家级一流本科专业建设点,待填充,52
暨南大学,国家级一流本科课程,待填充,64
暨南大学,国家级教学成果奖,待填充,4
暨南大学,国家级高等教育智慧平台课程,待填充,92
暨南大学,学术型博士学位点,待填充,2
暨南大学,学术型硕士学位点,待填充,0
暨南大学,教育部评估A类学科数量,待填充,4
暨南大学,本科专业总数,待填充,108
暨南大学,省级一流本科专业建设点,待填充,34
暨南大学,省级一流本科课程,待填充,187
暨南大学,省级教学成果奖,待填充,11
暨南大学,软科中国最好学科排名前10%学科数量,待填充,8
香港科技大学（广州）,ESI前1%学科数量,待填充,0
香港科技大学（广州）,ESI前1‰学科数量,待填充,0
香港科技大学（广州）,专业型博士学位点,待填充,1
香港科技大学（广州）,专业型硕士学位点,待填充,2
香港科技大学（广州）,国家双一流学科数量,待填充,0
香港科技大学（广州）,国家级一流本科专业建设点,待填充,0
香港科技大学（广州）,国家级一流本科课程,待填充,0
香港科技大学（广州）,国家级教学成果奖,待填充,0
香港科技大学（广州）,国家级高等教育智慧平台课程,待填充,0
香港科技大学（广州）,学术型博士学位点,待填充,3
香港科技大学（广州）,学术型硕士学位点,待填充,0
香港科技大学（广州）,教育部评估A类学科数量,待填充,0
香港科技大学（广州）,本科专业总数,待填充,16
香港科技大学（广州）,省级一流本科专业建设点,待填充,0
香港科技大学（广州）,省级一流本科课程,待填充,0
香港科技大学（广州）,省级教学成果奖,待填充,0
香港科技大学（广州）,软科中国最好学科排名前10%学科数量,待填充,0
