学校名称,指标名称,标准答案,AI答案
广州航海学院,教育部评估A类学科数量,0,0
广州航海学院,本科专业总数,0,0
广州航海学院,省级一流本科专业建设点,5,5
广州航海学院,省级一流本科课程,9,9
广州航海学院,省级教学成果奖,2,2
广州航海学院,软科中国最好学科排名前10%学科数量,0,0
广州软件学院,ESI前1%学科数量,0,0
广州软件学院,ESI前1‰学科数量,0,0
广州软件学院,专业型博士学位点,0,0
广州软件学院,专业型硕士学位点,0,0
广州软件学院,国家双一流学科数量,0,0
广州软件学院,国家级一流本科专业建设点,0,0
广州软件学院,国家级一流本科课程,0,0
广州软件学院,国家级教学成果奖,0,0
广州软件学院,国家级高等教育智慧平台课程,0,0
广州软件学院,学术型博士学位点,0,0
广州软件学院,学术型硕士学位点,0,0
广州软件学院,教育部评估A类学科数量,0,0
广州软件学院,本科专业总数,32,32
广州软件学院,省级一流本科专业建设点,3,3
广州软件学院,省级一流本科课程,6,6
广州软件学院,省级教学成果奖,0,0
广州软件学院,软科中国最好学科排名前10%学科数量,0,0
星海音乐学院,ESI前1%学科数量,0,0
星海音乐学院,ESI前1‰学科数量,0,0
星海音乐学院,专业型博士学位点,0,0
星海音乐学院,专业型硕士学位点,0,0
星海音乐学院,国家双一流学科数量,0,0
星海音乐学院,国家级一流本科专业建设点,5,5
星海音乐学院,国家级一流本科课程,2,1
星海音乐学院,国家级教学成果奖,0,0
星海音乐学院,国家级高等教育智慧平台课程,3,3
星海音乐学院,学术型博士学位点,0,0
星海音乐学院,学术型硕士学位点,0,0
星海音乐学院,教育部评估A类学科数量,0,0
星海音乐学院,本科专业总数,11,11
星海音乐学院,省级一流本科专业建设点,5,5
星海音乐学院,省级一流本科课程,9,9
星海音乐学院,省级教学成果奖,2,2
星海音乐学院,软科中国最好学科排名前10%学科数量,0,0
暨南大学,ESI前1%学科数量,19,19
暨南大学,ESI前1‰学科数量,1,1
暨南大学,专业型博士学位点,4,4
暨南大学,专业型硕士学位点,4,4
暨南大学,国家双一流学科数量,1,1
暨南大学,国家级一流本科专业建设点,52,52
暨南大学,国家级一流本科课程,52,64
暨南大学,国家级教学成果奖,7,4
暨南大学,国家级高等教育智慧平台课程,92,92
暨南大学,学术型博士学位点,2,2
暨南大学,学术型硕士学位点,0,0
暨南大学,教育部评估A类学科数量,9,4
暨南大学,本科专业总数,108,108
暨南大学,省级一流本科专业建设点,34,34
暨南大学,省级一流本科课程,187,187
暨南大学,省级教学成果奖,11,11
暨南大学,软科中国最好学科排名前10%学科数量,5,8
香港科技大学（广州）,ESI前1%学科数量,0,0
香港科技大学（广州）,ESI前1‰学科数量,0,0
香港科技大学（广州）,专业型博士学位点,0,1
香港科技大学（广州）,专业型硕士学位点,0,2
香港科技大学（广州）,国家双一流学科数量,0,0
香港科技大学（广州）,国家级一流本科专业建设点,0,0
香港科技大学（广州）,国家级一流本科课程,0,0
香港科技大学（广州）,国家级教学成果奖,0,0
香港科技大学（广州）,国家级高等教育智慧平台课程,0,0
香港科技大学（广州）,学术型博士学位点,0,3
香港科技大学（广州）,学术型硕士学位点,0,0
香港科技大学（广州）,教育部评估A类学科数量,0,0
香港科技大学（广州）,本科专业总数,16,16
香港科技大学（广州）,省级一流本科专业建设点,0,0
香港科技大学（广州）,省级一流本科课程,0,0
香港科技大学（广州）,省级教学成果奖,0,0
香港科技大学（广州）,软科中国最好学科排名前10%学科数量,0,0
