subject,name,layer
0701 数学,杭州电子科技大学,前30%
0701 数学,河南理工大学,前30%
0701 数学,西南交通大学,前30%
0701 数学,中国地质大学（武汉）,前30%
0701 数学,天津工业大学,前40%
0701 数学,上海理工大学,前40%
0701 数学,湖州师范学院,前40%
0701 数学,云南大学,前40%
0701 数学,长沙理工大学,前40%
0701 数学,南京邮电大学,前40%
0701 数学,河南大学,前40%
0701 数学,贵州大学,前40%
0701 数学,江西师范大学,前40%
0701 数学,安徽师范大学,前40%
0701 数学,广西师范大学,前40%
0701 数学,华北水利水电大学,前40%
0701 数学,中国石油大学（华东）,前40%
0701 数学,中国海洋大学,前40%
0701 数学,福建师范大学,前40%
0701 数学,广东工业大学,前40%
0701 数学,河北师范大学,前40%
0701 数学,西南财经大学,前40%
0701 数学,华北电力大学,前40%
0701 数学,浙江工业大学,前40%
0701 数学,四川师范大学,前40%
0701 数学,佛山大学,前40%
0701 数学,河南师范大学,前40%
0701 数学,临沂大学,前40%
0701 数学,信阳师范大学,前40%
0701 数学,内蒙古大学,前40%
0701 数学,浙江理工大学,前40%
0701 数学,华东理工大学,前50%
0701 数学,华侨大学,前50%
0701 数学,烟台大学,前50%
0701 数学,集美大学,前50%
0701 数学,济南大学,前50%
0701 数学,陕西科技大学,前50%
0701 数学,北方民族大学,前50%
0701 数学,宁夏大学,前50%
0701 数学,长江大学,前50%
0701 数学,哈尔滨理工大学,前50%
0701 数学,辽宁工业大学,前50%
0701 数学,华中农业大学,前50%
0701 数学,广西大学,前50%
0701 数学,东华大学,前50%
0701 数学,汕头大学,前50%
0701 数学,太原理工大学,前50%
0701 数学,大连海事大学,前50%
0701 数学,青岛大学,前50%
0701 数学,云南师范大学,前50%
0701 数学,河北工业大学,前50%
0701 数学,上海财经大学,前50%
0701 数学,广西民族大学,前50%
0701 数学,兰州理工大学,前50%
0701 数学,北京信息科技大学,前50%
0701 数学,湖南科技大学,前50%
0701 数学,江南大学,前50%
0701 数学,长安大学,前50%
0701 数学,三峡大学,前50%
0701 数学,暨南大学,前50%
0701 数学,闽南师范大学,前50%
0702 物理学,中国科学技术大学,前3%
0702 物理学,北京大学,前3%
0702 物理学,南京大学,前3%
0702 物理学,复旦大学,前3%
0702 物理学,上海交通大学,前3%
0702 物理学,清华大学,前3%
0702 物理学,吉林大学,前7%
0702 物理学,山西大学,前7%
0702 物理学,浙江大学,前7%
0702 物理学,华中科技大学,前7%
0702 物理学,中山大学,前7%
0702 物理学,同济大学,前7%
0702 物理学,湖南大学,前7%
0702 物理学,山东大学,前7%
0702 物理学,华东师范大学,前12%
0702 物理学,西安交通大学,前12%
0702 物理学,南方科技大学,前12%
0702 物理学,北京航空航天大学,前12%
0702 物理学,华南师范大学,前12%
0702 物理学,南开大学,前12%
0702 物理学,武汉大学,前12%
0702 物理学,东北师范大学,前12%
0702 物理学,中国人民大学,前12%
0702 物理学,北京理工大学,前12%
0702 物理学,兰州大学,前20%
0702 物理学,哈尔滨工业大学,前20%
0702 物理学,苏州大学,前20%
0702 物理学,厦门大学,前20%
0702 物理学,东南大学,前20%
0702 物理学,郑州大学,前20%
0702 物理学,长春理工大学,前30%
0702 物理学,内蒙古大学,前40%
0702 物理学,北京工业大学,前40%
0702 物理学,河南科技大学,前40%
0702 物理学,南京邮电大学,前40%
0702 物理学,西南交通大学,前40%
0702 物理学,广西师范大学,前40%
0702 物理学,湘潭大学,前40%
0702 物理学,浙江工业大学,前40%
0702 物理学,济南大学,前40%
0702 物理学,暨南大学,前40%
0702 物理学,福州大学,前40%
0702 物理学,昆明理工大学,前40%
0702 物理学,西北师范大学,前40%
0702 物理学,扬州大学,前40%
0702 物理学,燕山大学,前40%
0702 物理学,河北师范大学,前40%
0702 物理学,浙江理工大学,前40%
0702 物理学,曲阜师范大学,前40%
0702 物理学,太原理工大学,前40%
0702 物理学,西安电子科技大学,前40%
0702 物理学,北京交通大学,前40%
0702 物理学,北京邮电大学,前40%
0702 物理学,江苏大学,前40%
0702 物理学,贵州大学,前50%
0702 物理学,杭州电子科技大学,前50%
0702 物理学,杭州师范大学,前50%
0702 物理学,河南大学,前50%
0702 物理学,西南大学,前50%
0702 物理学,华东理工大学,前50%
0702 物理学,云南大学,前50%
0702 物理学,中国海洋大学,前50%
0702 物理学,北京化工大学,前50%
0702 物理学,吉林师范大学,前50%
0702 物理学,南昌大学,前50%
0702 物理学,华北电力大学,前50%
0702 物理学,青岛大学,前50%
0702 物理学,浙江师范大学,前50%
0702 物理学,广州大学,前50%
0702 物理学,上海理工大学,前50%
0702 物理学,东华大学,前50%
0702 物理学,中国地质大学（武汉）,前50%
0702 物理学,安徽师范大学,前50%
0702 物理学,云南师范大学,前50%
0702 物理学,中国石油大学（华东）,前50%
0703 化学,北京大学,前3%
0703 化学,中国科学技术大学,前3%
0703 化学,南开大学,前3%
0703 化学,复旦大学,前3%
0703 化学,吉林大学,前3%
0703 化学,厦门大学,前3%
0703 化学,清华大学,前3%
0703 化学,南京大学,前7%
0703 化学,上海交通大学,前7%
0703 化学,四川大学,前7%
0703 化学,浙江大学,前7%
0703 化学,福州大学,前7%
0703 化学,武汉大学,前7%
0703 化学,天津大学,前7%
0703 化学,湖南大学,前7%
0703 化学,中山大学,前7%
0703 化学,兰州大学,前7%
0703 化学,山东大学,前12%
0703 化学,华东理工大学,前12%
0703 化学,苏州大学,前12%
0703 化学,北京师范大学,前12%
0703 化学,北京化工大学,前12%
0703 化学,郑州大学,前12%
0703 化学,南方科技大学,前12%
0703 化学,华南理工大学,前12%
0703 化学,华中科技大学,前12%
0703 化学,大连理工大学,前12%
0703 化学,华东师范大学,前12%
0703 化学,北京理工大学,前12%
0703 化学,陕西师范大学,前20%
0703 化学,深圳大学,前20%
0703 化学,哈尔滨工业大学,前20%
0703 化学,西安交通大学,前20%
0703 化学,南昌大学,前20%
0703 化学,西北大学,前20%
0703 化学,中南大学,前20%
0703 化学,西北工业大学,前20%
0703 化学,东北师范大学,前20%
0703 化学,安徽大学,前20%
0703 化学,东南大学,前20%
0703 化学,华南师范大学,前20%
0703 化学,同济大学,前20%
0703 化学,华中师范大学,前20%
0703 化学,北京科技大学,前20%
0703 化学,山东师范大学,前20%
0703 化学,南京工业大学,前20%
0703 化学,广西师范大学,前20%
0703 化学,青岛科技大学,前20%
0703 化学,扬州大学,前30%
0703 化学,河北大学,前30%
0703 化学,河南大学,前30%
0703 化学,重庆大学,前30%
0703 化学,东北大学,前30%
0703 化学,北京航空航天大学,前30%
0703 化学,江西师范大学,前30%
0703 化学,新疆大学,前30%
0703 化学,浙江师范大学,前30%
0703 化学,河南师范大学,前30%
0703 化学,西南大学,前30%
0703 化学,云南大学,前30%
0703 化学,浙江工业大学,前30%
0703 化学,西北师范大学,前30%
0703 化学,暨南大学,前30%
0703 化学,上海大学,前30%
0703 化学,江苏大学,前30%
0703 化学,山西大学,前30%
0703 化学,内蒙古大学,前30%
0703 化学,东华大学,前30%
0703 化学,南京师范大学,前30%
0703 化学,上海科技大学,前30%
0703 化学,云南民族大学,前30%
0703 化学,安徽师范大学,前30%
0703 化学,青岛大学,前30%
0703 化学,福建师范大学,前40%
0703 化学,广西大学,前40%
0703 化学,黑龙江大学,前40%
0703 化学,南京理工大学,前40%
0703 化学,武汉理工大学,前40%
0703 化学,杭州师范大学,前40%
0703 化学,南京林业大学,前40%
0703 化学,中国地质大学（武汉）,前40%
0703 化学,湖北大学,前40%
0703 化学,济南大学,前40%
0703 化学,华中农业大学,前40%
0703 化学,宁波大学,前40%
0703 化学,齐鲁工业大学,前40%
0703 化学,南宁师范大学,前40%
0703 化学,云南师范大学,前40%
0703 化学,湖南师范大学,前40%
0703 化学,东华理工大学,前40%
0703 化学,湘潭大学,前40%
0703 化学,常州大学,前40%
0703 化学,中国石油大学（华东）,前40%
0703 化学,山西师范大学,前40%
0703 化学,广州大学,前40%
0703 化学,温州大学,前40%
0703 化学,西北农林科技大学,前40%
0703 化学,陕西科技大学,前50%
0703 化学,浙江理工大学,前50%
0703 化学,宁夏大学,前50%
0703 化学,贵州大学,前50%
0703 化学,天津工业大学,前50%
0703 化学,天津理工大学,前50%
0703 化学,太原理工大学,前50%
0703 化学,昆明理工大学,前50%
0703 化学,曲阜师范大学,前50%
0703 化学,三峡大学,前50%
0703 化学,中国农业大学,前50%
0703 化学,北京工业大学,前50%
0703 化学,合肥工业大学,前50%
0703 化学,山东科技大学,前50%
0703 化学,上海师范大学,前50%
0703 化学,桂林理工大学,前50%
0703 化学,江苏师范大学,前50%
0703 化学,南京航空航天大学,前50%
0703 化学,中国海洋大学,前50%
0703 化学,南京邮电大学,前50%
0703 化学,重庆科技大学,前50%
0703 化学,辽宁大学,前50%
0703 化学,中南民族大学,前50%
0703 化学,东北林业大学,前50%
0703 化学,江苏科技大学,前50%
0703 化学,中国人民大学,前50%
0704 天文学,南京大学,前2%
0704 天文学,中国科学技术大学,前2%
0704 天文学,北京大学,前3%
0704 天文学,中山大学,前4%
0704 天文学,清华大学,前30%
0704 天文学,上海交通大学,前40%
0704 天文学,北京师范大学,前40%
0704 天文学,云南大学,前50%
0704 天文学,广州大学,前50%
0705 地理学,北京师范大学,前3%
0705 地理学,北京大学,前3%
0705 地理学,华东师范大学,前7%
0705 地理学,南京师范大学,前7%
0705 地理学,南京大学,前7%
0705 地理学,兰州大学,前7%
0705 地理学,中国地质大学（武汉）,前12%
0705 地理学,武汉大学,前12%
0705 地理学,中山大学,前12%
0705 地理学,福建师范大学,前12%
0705 地理学,河南大学,前20%
0705 地理学,天津大学,前20%
0705 地理学,贵州师范大学,前20%
0705 地理学,广州大学,前20%
0705 地理学,陕西师范大学,前20%
0705 地理学,东北师范大学,前20%
0705 地理学,南宁师范大学,前20%
0705 地理学,首都师范大学,前30%
0705 地理学,福州大学,前30%
0705 地理学,江西师范大学,前30%
0705 地理学,安徽师范大学,前30%
0705 地理学,华南师范大学,前30%
0705 地理学,云南大学,前30%
0705 地理学,华中师范大学,前30%
0705 地理学,南京信息工程大学,前30%
0705 地理学,西北大学,前30%
0705 地理学,云南师范大学,前40%
0705 地理学,湖南师范大学,前40%
0705 地理学,衡阳师范学院,前40%
0705 地理学,西北师范大学,前40%
0705 地理学,延边大学,前40%
0705 地理学,西南大学,前40%
0705 地理学,宁夏大学,前40%
0705 地理学,湖北大学,前40%
0705 地理学,浙江师范大学,前40%
0705 地理学,河海大学,前50%
0705 地理学,鲁东大学,前50%
0705 地理学,山东师范大学,前50%
0705 地理学,新疆大学,前50%
0705 地理学,中国地质大学（北京）,前50%
0705 地理学,长安大学,前50%
0705 地理学,河北师范大学,前50%
0705 地理学,青海师范大学,前50%
0705 地理学,宁波大学,前50%
0706 大气科学,南京信息工程大学,前2名
0706 大气科学,南京大学,前2名
0706 大气科学,兰州大学,前3名
0706 大气科学,中山大学,前4名
0706 大气科学,复旦大学,前30%
0706 大气科学,北京大学,前30%
0706 大气科学,中国海洋大学,前40%
0706 大气科学,清华大学,前40%
0706 大气科学,成都信息工程大学,前50%
0706 大气科学,云南大学,前50%
0707 海洋科学,中国海洋大学,前2名
0707 海洋科学,厦门大学,前2名
0707 海洋科学,同济大学,前3名
0707 海洋科学,上海交通大学,前4名
0707 海洋科学,中山大学,前20%
0707 海洋科学,山东大学,前20%
0707 海洋科学,天津大学,前30%
0707 海洋科学,哈尔滨工程大学,前30%
0707 海洋科学,华东师范大学,前30%
0707 海洋科学,河海大学,前40%
0707 海洋科学,上海海洋大学,前40%
0707 海洋科学,海南大学,前40%
0707 海洋科学,中国地质大学（武汉）,前50%
0707 海洋科学,南京信息工程大学,前50%
0707 海洋科学,广东海洋大学,前50%
0707 海洋科学,浙江海洋大学,前50%
0708 地球物理学,中国科学技术大学,前2名
0708 地球物理学,武汉大学,前2名
0708 地球物理学,北京大学,前3名
0708 地球物理学,南方科技大学,前4名
0708 地球物理学,中国地质大学（武汉）,前30%
0708 地球物理学,吉林大学,前30%
0708 地球物理学,中山大学,前40%
0708 地球物理学,中国地质大学（北京）,前40%
0708 地球物理学,中国石油大学（北京）,前50%
0708 地球物理学,山东大学,前50%
0709 地质学,中国地质大学（武汉）,前2名
0709 地质学,南京大学,前2名
0709 地质学,中国地质大学（北京）,前3名
0709 地质学,西北大学,前12%
0709 地质学,北京大学,前20%
0709 地质学,浙江大学,前20%
0709 地质学,中国科学技术大学,前20%
0709 地质学,吉林大学,前30%
0709 地质学,中山大学,前30%
0709 地质学,成都理工大学,前30%
0709 地质学,云南大学,前40%
0709 地质学,东华理工大学,前40%
0709 地质学,兰州大学,前40%
0709 地质学,中南大学,前40%
0709 地质学,合肥工业大学,前50%
0709 地质学,长安大学,前50%
0709 地质学,河北地质大学,前50%
0710 生物学,复旦大学,前3%
0710 生物学,北京大学,前3%
0710 生物学,浙江大学,前3%
0710 生物学,清华大学,前3%
0710 生物学,上海交通大学,前3%
0710 生物学,中国科学技术大学,前3%
0710 生物学,武汉大学,前3%
0710 生物学,中山大学,前7%
0710 生物学,中国农业大学,前7%
0710 生物学,厦门大学,前7%
0710 生物学,北京协和医学院,前7%
0710 生物学,同济大学,前7%
0710 生物学,南京大学,前7%
0710 生物学,山东大学,前7%
0710 生物学,四川大学,前7%
0710 生物学,华中科技大学,前7%
0710 生物学,华中农业大学,前7%
0710 生物学,南京农业大学,前12%
0710 生物学,南开大学,前12%
0710 生物学,南方科技大学,前12%
0710 生物学,西北农林科技大学,前12%
0710 生物学,华东师范大学,前12%
0710 生物学,暨南大学,前12%
0710 生物学,云南大学,前12%
0710 生物学,湖南师范大学,前12%
0710 生物学,吉林大学,前12%
0710 生物学,东北师范大学,前12%
0710 生物学,中国海洋大学,前12%
0710 生物学,南昌大学,前12%
0710 生物学,中南大学,前20%
0710 生物学,河南大学,前20%
0710 生物学,兰州大学,前20%
0710 生物学,上海科技大学,前20%
0710 生物学,华南农业大学,前20%
0710 生物学,南方医科大学,前20%
0710 生物学,中国人民解放军陆军军医大学,前20%
0710 生物学,北京师范大学,前20%
0710 生物学,福建农林大学,前20%
0710 生物学,西安交通大学,前20%
0710 生物学,东北农业大学,前20%
0710 生物学,内蒙古大学,前20%
0710 生物学,山东农业大学,前20%
0710 生物学,西南大学,前20%
0710 生物学,东北林业大学,前20%
0710 生物学,湖北大学,前20%
0710 生物学,南京医科大学,前20%
0710 生物学,首都医科大学,前20%
0710 生物学,南京师范大学,前20%
0710 生物学,杭州师范大学,前30%
0710 生物学,郑州大学,前30%
0710 生物学,贵州大学,前30%
0710 生物学,陕西师范大学,前30%
0710 生物学,西北大学,前30%
0710 生物学,哈尔滨工业大学,前30%
0710 生物学,深圳大学,前30%
0710 生物学,扬州大学,前30%
0710 生物学,苏州大学,前30%
0710 生物学,昆明理工大学,前30%
0710 生物学,中国计量大学,前30%
0710 生物学,广州医科大学,前30%
0710 生物学,华南师范大学,前30%
0710 生物学,广西大学,前30%
0710 生物学,宁波大学,前30%
0710 生物学,河北师范大学,前30%
0710 生物学,贵州医科大学,前30%
0710 生物学,湖南农业大学,前30%
0710 生物学,山西大学,前30%
0710 生物学,海南大学,前30%
0710 生物学,湖南大学,前30%
0710 生物学,福建师范大学,前30%
0710 生物学,江南大学,前30%
0710 生物学,四川农业大学,前30%
0710 生物学,东南大学,前30%
0710 生物学,华南理工大学,前40%
0710 生物学,吉林农业大学,前40%
0710 生物学,中国人民解放军海军军医大学,前40%
0710 生物学,中国人民解放军空军军医大学,前40%
0710 生物学,中国医科大学,前40%
0710 生物学,北京林业大学,前40%
0710 生物学,河北大学,前40%
0710 生物学,华中师范大学,前40%
0710 生物学,河南农业大学,前40%
0710 生物学,上海海洋大学,前40%
0710 生物学,山西农业大学,前40%
0710 生物学,内蒙古农业大学,前40%
0710 生物学,哈尔滨医科大学,前40%
0710 生物学,河南师范大学,前40%
0710 生物学,浙江工业大学,前40%
0710 生物学,山东师范大学,前40%
0710 生物学,遵义医科大学,前40%
0710 生物学,宁夏大学,前40%
0710 生物学,南华大学,前40%
0710 生物学,上海师范大学,前40%
0710 生物学,重庆医科大学,前40%
0710 生物学,青岛大学,前40%
0710 生物学,青岛农业大学,前40%
0710 生物学,安徽医科大学,前40%
0710 生物学,汕头大学,前40%
0710 生物学,温州医科大学,前40%
0710 生物学,北京理工大学,前50%
0710 生物学,广州大学,前50%
0710 生物学,河北农业大学,前50%
0710 生物学,上海大学,前50%
0710 生物学,安徽农业大学,前50%
0710 生物学,天津医科大学,前50%
0710 生物学,中国药科大学,前50%
0710 生物学,西北师范大学,前50%
0710 生物学,南通大学,前50%
0710 生物学,山东第一医科大学,前50%
0710 生物学,天津大学,前50%
0710 生物学,首都师范大学,前50%
0710 生物学,西北工业大学,前50%
0710 生物学,重庆师范大学,前50%
0710 生物学,大连医科大学,前50%
0710 生物学,塔里木大学,前50%
0710 生物学,重庆大学,前50%
0710 生物学,河北医科大学,前50%
0710 生物学,沈阳农业大学,前50%
0710 生物学,电子科技大学,前50%
0710 生物学,华东理工大学,前50%
0710 生物学,江西农业大学,前50%
0710 生物学,云南农业大学,前50%
0711 系统科学,北京交通大学,前2名
0711 系统科学,东南大学,前2名
0711 系统科学,西南交通大学,前3名
0711 系统科学,青岛大学,前4名
0711 系统科学,北京师范大学,前20%
0711 系统科学,中国人民解放军国防科技大学,前20%
0711 系统科学,北京邮电大学,前30%
0711 系统科学,电子科技大学,前30%
0711 系统科学,山东科技大学,前30%
0711 系统科学,昆明理工大学,前40%
0711 系统科学,中山大学,前40%
0711 系统科学,上海理工大学,前40%
0711 系统科学,武汉科技大学,前50%
0711 系统科学,重庆邮电大学,前50%
0711 系统科学,重庆交通大学,前50%
0712 科学技术史,北京科技大学,前2名
0712 科学技术史,中国科学技术大学,前2名
0712 科学技术史,上海交通大学,前3名
0712 科学技术史,内蒙古师范大学,前4名
0712 科学技术史,南京农业大学,前20%
0712 科学技术史,清华大学,前30%
0712 科学技术史,北京大学,前30%
0712 科学技术史,山西大学,前40%
0712 科学技术史,南京信息工程大学,前40%
0712 科学技术史,西北大学,前40%
0712 科学技术史,华南农业大学,前50%
0712 科学技术史,景德镇陶瓷大学,前50%
0712 科学技术史,广西民族大学,前50%
0713 生态学,北京大学,前3%
0713 生态学,兰州大学,前3%
0713 生态学,云南大学,前3%
0713 生态学,清华大学,前7%
0713 生态学,厦门大学,前7%
0713 生态学,北京师范大学,前7%
0713 生态学,复旦大学,前7%
0713 生态学,华东师范大学,前12%
0713 生态学,中山大学,前12%
0713 生态学,东北师范大学,前12%
0713 生态学,西北工业大学,前12%
0713 生态学,北京林业大学,前12%
0713 生态学,东北林业大学,前12%
0713 生态学,中国农业大学,前20%
0713 生态学,浙江大学,前20%
0713 生态学,上海交通大学,前20%
0713 生态学,南京农业大学,前20%
0713 生态学,西藏大学,前20%
0713 生态学,福建农林大学,前20%
0713 生态学,暨南大学,前20%
0713 生态学,南京大学,前20%
0713 生态学,青海大学,前20%
0713 生态学,西南大学,前30%
0713 生态学,武汉大学,前30%
0713 生态学,深圳大学,前30%
0713 生态学,曲阜师范大学,前30%
0713 生态学,华中农业大学,前30%
0713 生态学,福建师范大学,前30%
0713 生态学,内蒙古大学,前30%
0713 生态学,中南林业科技大学,前30%
0713 生态学,南京林业大学,前30%
0713 生态学,四川大学,前30%
0713 生态学,海南大学,前30%
0713 生态学,贵州师范大学,前40%
0713 生态学,华南师范大学,前40%
0713 生态学,安徽大学,前40%
0713 生态学,内蒙古农业大学,前40%
0713 生态学,中国海洋大学,前40%
0713 生态学,安徽师范大学,前40%
0713 生态学,新疆大学,前40%
0713 生态学,南京师范大学,前40%
0713 生态学,河南大学,前40%
0713 生态学,宁夏大学,前40%
0713 生态学,西华师范大学,前40%
0713 生态学,贵州大学,前50%
0713 生态学,延安大学,前50%
0713 生态学,三峡大学,前50%
0713 生态学,南京信息工程大学,前50%
0713 生态学,西北大学,前50%
0713 生态学,河北师范大学,前50%
0713 生态学,浙江农林大学,前50%
0713 生态学,杭州师范大学,前50%
0713 生态学,温州大学,前50%
0713 生态学,广西大学,前50%
0713 生态学,安徽农业大学,前50%
0714 统计学,华东师范大学,前3%
0714 统计学,北京大学,前3%
0714 统计学,中国人民大学,前3%
0714 统计学,东北师范大学,前7%
0714 统计学,西南财经大学,前7%
0714 统计学,北京师范大学,前7%
0714 统计学,江西财经大学,前7%
0714 统计学,浙江工商大学,前7%
0714 统计学,厦门大学,前7%
0714 统计学,南开大学,前12%
0714 统计学,复旦大学,前12%
0714 统计学,浙江财经大学,前12%
0714 统计学,上海财经大学,前12%
0714 统计学,清华大学,前12%
0714 统计学,云南大学,前12%
0714 统计学,东北财经大学,前20%
0714 统计学,广州大学,前20%
0714 统计学,安徽财经大学,前20%
0714 统计学,中国科学技术大学,前20%
0714 统计学,中南财经政法大学,前20%
0714 统计学,中南大学,前20%
0714 统计学,中山大学,前20%
0714 统计学,中央财经大学,前20%
0714 统计学,南京财经大学,前20%
0714 统计学,首都经济贸易大学,前20%
0714 统计学,北京交通大学,前20%
0714 统计学,南京审计大学,前30%
0714 统计学,北京理工大学,前30%
0714 统计学,上海工程技术大学,前30%
0714 统计学,山东大学,前30%
0714 统计学,桂林理工大学,前30%
0714 统计学,华中师范大学,前30%
0714 统计学,长春工业大学,前30%
0714 统计学,湖南师范大学,前30%
0714 统计学,湖南大学,前30%
0714 统计学,暨南大学,前30%
0714 统计学,西安交通大学,前30%
0714 统计学,上海交通大学,前30%
0714 统计学,北京工商大学,前30%
0714 统计学,北京工业大学,前30%
0714 统计学,山西财经大学,前40%
0714 统计学,对外经济贸易大学,前40%
0714 统计学,云南财经大学,前40%
0714 统计学,吉林大学,前40%
0714 统计学,吉林财经大学,前40%
0714 统计学,首都师范大学,前40%
0714 统计学,深圳大学,前40%
0714 统计学,武汉大学,前40%
0714 统计学,兰州财经大学,前40%
0714 统计学,福建师范大学,前40%
0714 统计学,东南大学,前40%
0714 统计学,天津商业大学,前40%
0714 统计学,中国石油大学（华东）,前40%
0714 统计学,广西师范大学,前50%
0714 统计学,武汉理工大学,前50%
0714 统计学,杭州电子科技大学,前50%
0714 统计学,华中科技大学,前50%
0714 统计学,安徽大学,前50%
0714 统计学,贵州财经大学,前50%
0714 统计学,曲阜师范大学,前50%
0714 统计学,河海大学,前50%
0714 统计学,电子科技大学,前50%
0714 统计学,西安财经大学,前50%
0714 统计学,西南大学,前50%
0714 统计学,哈尔滨工业大学,前50%
0714 统计学,郑州大学,前50%
0801 力学,北京大学,前3%
0801 力学,哈尔滨工业大学,前3%
0801 力学,北京理工大学,前7%
0801 力学,大连理工大学,前7%
0801 力学,清华大学,前7%
0801 力学,南京航空航天大学,前7%
0801 力学,西安交通大学,前12%
0801 力学,西北工业大学,前12%
0801 力学,浙江大学,前12%
0801 力学,北京航空航天大学,前12%
0801 力学,中国科学技术大学,前12%
0801 力学,上海交通大学,前20%
0801 力学,天津大学,前20%
0801 力学,南方科技大学,前20%
0801 力学,兰州大学,前20%
0801 力学,上海大学,前20%
0801 力学,同济大学,前20%
0801 力学,西南交通大学,前20%
0801 力学,华中科技大学,前20%
0801 力学,重庆大学,前30%
0801 力学,河海大学,前30%
0801 力学,宁波大学,前30%
0801 力学,哈尔滨工程大学,前30%
0801 力学,中山大学,前30%
0801 力学,东北大学,前30%
0801 力学,四川大学,前30%
0801 力学,中南大学,前30%
0801 力学,北京工业大学,前30%
0801 力学,湖南大学,前30%
0801 力学,江苏大学,前40%
0801 力学,东南大学,前40%
0801 力学,中国矿业大学,前40%
0801 力学,中国人民解放军国防科技大学,前40%
0801 力学,南京理工大学,前40%
0801 力学,郑州大学,前40%
0801 力学,武汉大学,前40%
0801 力学,华南理工大学,前40%
0801 力学,暨南大学,前40%
0801 力学,北京科技大学,前50%
0801 力学,南昌大学,前50%
0801 力学,太原理工大学,前50%
0801 力学,武汉理工大学,前50%
0801 力学,吉林大学,前50%
0801 力学,山东大学,前50%
0801 力学,北京交通大学,前50%
0801 力学,合肥工业大学,前50%
0801 力学,河北工业大学,前50%
0801 力学,昆明理工大学,前50%
0801 力学,石家庄铁道大学,前50%
0802 机械工程,清华大学,前3%
0802 机械工程,华中科技大学,前3%
0802 机械工程,哈尔滨工业大学,前3%
0802 机械工程,上海交通大学,前3%
0802 机械工程,西安交通大学,前3%
0802 机械工程,北京理工大学,前3%
0802 机械工程,大连理工大学,前7%
0802 机械工程,南京航空航天大学,前7%
0802 机械工程,浙江大学,前7%
0802 机械工程,北京航空航天大学,前7%
0802 机械工程,重庆大学,前7%
0802 机械工程,西北工业大学,前7%
0802 机械工程,天津大学,前7%
0802 机械工程,湖南大学,前7%
0802 机械工程,燕山大学,前7%
0802 机械工程,同济大学,前12%
0802 机械工程,吉林大学,前12%
0802 机械工程,广东工业大学,前12%
0802 机械工程,西南交通大学,前12%
0802 机械工程,中南大学,前12%
0802 机械工程,东南大学,前12%
0802 机械工程,华南理工大学,前12%
0802 机械工程,浙江理工大学,前12%
0802 机械工程,西安电子科技大学,前12%
0802 机械工程,江苏大学,前12%
0802 机械工程,合肥工业大学,前12%
0802 机械工程,东北大学,前12%
0802 机械工程,武汉理工大学,前20%
0802 机械工程,上海大学,前20%
0802 机械工程,中国矿业大学,前20%
0802 机械工程,浙江工业大学,前20%
0802 机械工程,北京科技大学,前20%
0802 机械工程,南京理工大学,前20%
0802 机械工程,湖南科技大学,前20%
0802 机械工程,中国科学技术大学,前20%
0802 机械工程,山东大学,前20%
0802 机械工程,北京交通大学,前20%
0802 机械工程,北京工业大学,前20%
0802 机械工程,太原理工大学,前20%
0802 机械工程,华侨大学,前20%
0802 机械工程,河北工业大学,前20%
0802 机械工程,武汉科技大学,前20%
0802 机械工程,青岛理工大学,前20%
0802 机械工程,哈尔滨工程大学,前20%
0802 机械工程,中国人民解放军国防科技大学,前20%
0802 机械工程,中国石油大学（华东）,前30%
0802 机械工程,西安理工大学,前30%
0802 机械工程,华东理工大学,前30%
0802 机械工程,电子科技大学,前30%
0802 机械工程,四川大学,前30%
0802 机械工程,长安大学,前30%
0802 机械工程,东华大学,前30%
0802 机械工程,中国农业大学,前30%
0802 机械工程,上海工程技术大学,前30%
0802 机械工程,苏州大学,前30%
0802 机械工程,太原科技大学,前30%
0802 机械工程,河南科技大学,前30%
0802 机械工程,昆明理工大学,前30%
0802 机械工程,重庆理工大学,前30%
0802 机械工程,河海大学,前30%
0802 机械工程,江苏科技大学,前30%
0802 机械工程,武汉大学,前30%
0802 机械工程,哈尔滨理工大学,前30%
0802 机械工程,兰州理工大学,前30%
0802 机械工程,上海理工大学,前30%
0802 机械工程,西安工业大学,前30%
0802 机械工程,福州大学,前30%
0802 机械工程,中北大学,前30%
0802 机械工程,厦门大学,前40%
0802 机械工程,兰州交通大学,前40%
0802 机械工程,贵州大学,前40%
0802 机械工程,山东科技大学,前40%
0802 机械工程,杭州电子科技大学,前40%
0802 机械工程,西安科技大学,前40%
0802 机械工程,新疆大学,前40%
0802 机械工程,华东交通大学,前40%
0802 机械工程,沈阳工业大学,前40%
0802 机械工程,南昌航空大学,前40%
0802 机械工程,南京林业大学,前40%
0802 机械工程,广西大学,前40%
0802 机械工程,西南石油大学,前40%
0802 机械工程,华南农业大学,前40%
0802 机械工程,郑州大学,前40%
0802 机械工程,华北电力大学,前40%
0802 机械工程,沈阳建筑大学,前40%
0802 机械工程,中国地质大学（武汉）,前40%
0802 机械工程,安徽工业大学,前40%
0802 机械工程,宁夏大学,前40%
0802 机械工程,陕西科技大学,前40%
0802 机械工程,天津职业技术师范大学,前40%
0802 机械工程,北京信息科技大学,前50%
0802 机械工程,江西理工大学,前50%
0802 机械工程,深圳大学,前50%
0802 机械工程,长春工业大学,前50%
0802 机械工程,长春理工大学,前50%
0802 机械工程,南京工业大学,前50%
0802 机械工程,山东理工大学,前50%
